"","study","subject","pipeline","index","fwhm","scheme"
"1061","DSI 258","4dc4e9081855ee56fdc46a0e68fca43510dc3be4ebf68fcb9bb0a43caffccf18","Raw",19,4.15212284490833,"DSI 258"
"1062","DSI 258","4dc4e9081855ee56fdc46a0e68fca43510dc3be4ebf68fcb9bb0a43caffccf18","Raw",20,4.28501359850819,"DSI 258"
"1063","DSI 258","4dc4e9081855ee56fdc46a0e68fca43510dc3be4ebf68fcb9bb0a43caffccf18","Raw",21,4.12349263544225,"DSI 258"
"1064","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",0,4.06112619961117,"DSI 258"
"1065","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",1,4.22259679231951,"DSI 258"
"1066","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",2,4.24639877536752,"DSI 258"
"1067","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",3,4.26172724783977,"DSI 258"
"1068","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",4,4.21960875339639,"DSI 258"
"1069","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",5,4.20705919690753,"DSI 258"
"1070","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",6,4.22011953561629,"DSI 258"
"1071","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",7,4.23073879381922,"DSI 258"
"1072","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",8,4.40602253269656,"DSI 258"
"1073","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",9,4.25644809809676,"DSI 258"
"1074","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",10,4.38624088787311,"DSI 258"
"1075","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",11,4.09618991417271,"DSI 258"
"1076","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",12,4.23330491109859,"DSI 258"
"1077","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",13,4.23889510534674,"DSI 258"
"1078","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",14,4.22876830085914,"DSI 258"
"1079","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",15,4.23622694678076,"DSI 258"
"1080","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",16,4.08908148153476,"DSI 258"
"1081","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",17,4.25720679495165,"DSI 258"
"1082","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",18,4.23892262625834,"DSI 258"
"1083","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",19,4.24397660462332,"DSI 258"
"1084","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",20,4.39614387248379,"DSI 258"
"1085","DSI 258","f445e6880a823812f96d90c496a38f4a370278f56e31ce398f39800cca7d62b8","Raw",21,4.37850259674641,"DSI 258"
"1086","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",0,4.23578493188356,"DSI 258"
"1087","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",1,4.43665562376949,"DSI 258"
"1088","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",2,4.0662509885553,"DSI 258"
"1089","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",3,4.26428283475017,"DSI 258"
"1090","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",4,4.21321874906228,"DSI 258"
"1091","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",5,4.06975686880337,"DSI 258"
"1092","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",6,4.05612166653425,"DSI 258"
"1093","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",7,4.20044697365771,"DSI 258"
"1094","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",8,4.24729258577924,"DSI 258"
"1095","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",9,4.05123660305479,"DSI 258"
"1096","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",10,4.21728266729874,"DSI 258"
"1097","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",11,4.21321343738938,"DSI 258"
"1098","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",12,4.03920443960535,"DSI 258"
"1099","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",13,4.25131156611594,"DSI 258"
"1100","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",14,4.45078013795642,"DSI 258"
"1101","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",15,4.46261445932311,"DSI 258"
"1102","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",16,4.27037060649375,"DSI 258"
"1103","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",17,4.3067239558486,"DSI 258"
"1104","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",18,4.23078047770838,"DSI 258"
"1105","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",19,4.22768135763561,"DSI 258"
"1106","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",20,4.04982375755973,"DSI 258"
"1107","DSI 258","bd7a0f9283bc6ad08ce653b0bd87bb4af01cf109870fd02776af7ec6b295a615","Raw",21,4.23836705798096,"DSI 258"
"1108","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",0,4.02449597069364,"DSI 258"
"1109","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",1,4.03147282138364,"DSI 258"
"1110","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",2,4.03259782257298,"DSI 258"
"1111","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",3,4.19638887290865,"DSI 258"
"1112","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",4,4.04530173442859,"DSI 258"
"1113","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",5,4.02497230918207,"DSI 258"
"1114","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",6,4.01729812902725,"DSI 258"
"1115","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",7,4.18389475291494,"DSI 258"
"1116","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",8,4.19124953342467,"DSI 258"
"1117","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",9,4.03793273138906,"DSI 258"
"1118","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",10,4.2063235912495,"DSI 258"
"1119","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",11,4.33340086364269,"DSI 258"
"1120","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",12,4.05644003730042,"DSI 258"
"1121","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",13,4.21962960741272,"DSI 258"
"1122","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",14,4.05928826699389,"DSI 258"
"1123","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",15,4.18347282301434,"DSI 258"
"1124","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",16,4.03558571165334,"DSI 258"
"1125","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",17,4.04089926072573,"DSI 258"
"1126","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",18,4.05062069128178,"DSI 258"
"1127","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",19,4.04716273913029,"DSI 258"
"1128","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",20,4.04881681327631,"DSI 258"
"1129","DSI 258","eb4f85720d9fd39ffb34419acf203561bbba6dcd0d16e3180f47dd28c02209b6","Raw",21,4.21943444374448,"DSI 258"
"1130","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",0,4.10257990273738,"DSI 258"
"1131","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",1,4.09053410417929,"DSI 258"
"1132","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",2,4.08638665660935,"DSI 258"
"1133","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",3,4.0950747574777,"DSI 258"
"1134","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",4,4.08943527667626,"DSI 258"
"1135","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",5,4.3247649526022,"DSI 258"
"1136","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",6,4.09901601828116,"DSI 258"
"1137","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",7,4.29407671639686,"DSI 258"
"1138","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",8,4.25852082014172,"DSI 258"
"1139","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",9,4.10144118860804,"DSI 258"
"1140","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",10,4.09562666786073,"DSI 258"
"1141","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",11,4.10787183706351,"DSI 258"
"1142","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",12,4.10188082351995,"DSI 258"
"1143","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",13,4.12034166678649,"DSI 258"
"1144","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",14,4.12279140678584,"DSI 258"
"1145","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",15,4.12400756172966,"DSI 258"
"1146","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",16,4.12395344825053,"DSI 258"
"1147","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",17,4.13576363268127,"DSI 258"
"1148","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",18,4.11285429291969,"DSI 258"
"1149","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",19,4.3068119037056,"DSI 258"
"1150","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",20,4.13057742699368,"DSI 258"
"1151","DSI 258","800f7fa65f33615678c1733c0d4dfea1b9abde413c1269788de4fd922b49d80a","Raw",21,4.33924388211259,"DSI 258"
"1152","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",0,4.0946683309901,"DSI 258"
"1153","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",1,4.08443139845139,"DSI 258"
"1154","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",2,3.9672117130553,"DSI 258"
"1155","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",3,3.97313249999341,"DSI 258"
"1156","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",4,3.95632434585315,"DSI 258"
"1157","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",5,3.97411900812778,"DSI 258"
"1158","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",6,4.10031540622334,"DSI 258"
"1159","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",7,3.96024255597129,"DSI 258"
"1160","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",8,3.99846959795461,"DSI 258"
"1161","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",9,3.98084821231164,"DSI 258"
"1162","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",10,3.98685741332578,"DSI 258"
"1163","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",11,3.97902248708285,"DSI 258"
"1164","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",12,4.00733498309853,"DSI 258"
"1165","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",13,4.10071506172802,"DSI 258"
"1166","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",14,4.02935225336316,"DSI 258"
"1167","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",15,4.09998396028247,"DSI 258"
"1168","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",16,4.00774705054231,"DSI 258"
"1169","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",17,4.03181375266587,"DSI 258"
"1170","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",18,4.00011883388285,"DSI 258"
"1171","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",19,4.00882978474427,"DSI 258"
"1172","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",20,4.00232727538615,"DSI 258"
"1173","DSI 258","1af90b5ade1d830cae5323b44959e3986d1ef0a381e3a7bba753e7701fcc5526","Raw",21,3.99886318186253,"DSI 258"
"1174","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",0,4.05786864922356,"DSI 258"
"1175","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",1,4.05505966859619,"DSI 258"
"1176","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",2,4.06046714664321,"DSI 258"
"1177","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",3,4.25180868178225,"DSI 258"
"1178","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",4,4.22118459123282,"DSI 258"
"1179","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",5,4.25042812726808,"DSI 258"
"1180","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",6,4.04624080619886,"DSI 258"
"1181","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",7,4.23812627624764,"DSI 258"
"1182","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",8,4.06431666780628,"DSI 258"
"1183","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",9,4.27052509904466,"DSI 258"
"1184","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",10,4.25584586670662,"DSI 258"
"1185","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",11,4.24885190933537,"DSI 258"
"1186","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",12,4.25475547179177,"DSI 258"
"1187","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",13,4.08694235624439,"DSI 258"
"1188","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",14,4.24929171304617,"DSI 258"
"1189","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",15,4.08582094380147,"DSI 258"
"1190","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",16,4.37707254998347,"DSI 258"
"1191","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",17,4.10298182090342,"DSI 258"
"1192","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",18,4.06521240441366,"DSI 258"
"1193","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",19,4.08739010532841,"DSI 258"
"1194","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",20,4.0933879323588,"DSI 258"
"1195","DSI 258","5844a8f541e859d9b27b76ea33ca5287bd0c77cfb353c1d46af8e5a5754196d8","Raw",21,4.08035871135295,"DSI 258"
"1196","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",0,4.52917416972532,"DSI 258"
"1197","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",1,4.37394589084728,"DSI 258"
"1198","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",2,4.51460897071991,"DSI 258"
"1199","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",3,4.50408419594138,"DSI 258"
"1200","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",4,4.30652239519902,"DSI 258"
"1201","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",5,4.29817013495536,"DSI 258"
"1202","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",6,4.10804231435584,"DSI 258"
"1203","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",7,4.30447231801746,"DSI 258"
"1204","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",8,4.51947253090613,"DSI 258"
"1205","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",9,4.51260128865539,"DSI 258"
"1206","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",10,4.31141932834757,"DSI 258"
"1207","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",11,4.30725699848232,"DSI 258"
"1208","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",12,4.31110277628494,"DSI 258"
"1209","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",13,4.3369312169125,"DSI 258"
"1210","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",14,4.32269353952624,"DSI 258"
"1211","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",15,4.3117217019874,"DSI 258"
"1212","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",16,4.49799032442401,"DSI 258"
"1213","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",17,4.32076190046821,"DSI 258"
"1214","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",18,4.14313675023371,"DSI 258"
"1215","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",19,4.33929261184337,"DSI 258"
"1216","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",20,4.32221065401449,"DSI 258"
"1217","DSI 258","0b384fd22e5bde44bd52fb71eef39752a54f55fcc97bcfd01a77928358811586","Raw",21,4.3198339159398,"DSI 258"
"1218","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",0,4.28222845349585,"DSI 258"
"1219","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",1,4.29430306592585,"DSI 258"
"1220","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",2,4.28873693384606,"DSI 258"
"1221","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",3,4.29368859782858,"DSI 258"
"1222","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",4,4.29233260904018,"DSI 258"
"1223","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",5,4.28785054359643,"DSI 258"
"1224","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",6,4.3895270708205,"DSI 258"
"1225","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",7,4.37773337488535,"DSI 258"
"1226","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",8,4.29423464542138,"DSI 258"
"1227","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",9,4.29987679255728,"DSI 258"
"1228","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",10,4.30649866340891,"DSI 258"
"1229","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",11,4.30360295174855,"DSI 258"
"1230","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",12,4.31200007851041,"DSI 258"
"1231","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",13,4.30426047137116,"DSI 258"
"1232","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",14,4.32453656809764,"DSI 258"
"1233","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",15,4.31594013952203,"DSI 258"
"1234","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",16,4.31350383521021,"DSI 258"
"1235","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",17,4.42700626628008,"DSI 258"
"1236","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",18,4.32702981552982,"DSI 258"
"1237","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",19,4.31453837203645,"DSI 258"
"1238","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",20,4.32530255883742,"DSI 258"
"1239","DSI 258","dec94e7af4a087e53c27c71362be54015c34917ed08e10e10ff3186ea3107307","Raw",21,4.30752434852039,"DSI 258"
"1240","DSI 258","18c4659389ca199d300257edf144b34f133f085eb940329ce238b593c73e42c4","Raw",0,4.17246440767557,"DSI 258"
"1241","DSI 258","18c4659389ca199d300257edf144b34f133f085eb940329ce238b593c73e42c4","Raw",1,4.1684352655185,"DSI 258"
"1242","DSI 258","18c4659389ca199d300257edf144b34f133f085eb940329ce238b593c73e42c4","Raw",2,4.18315653254086,"DSI 258"
"1243","DSI 258","18c4659389ca199d300257edf144b34f133f085eb940329ce238b593c73e42c4","Raw",3,4.18442771370121,"DSI 258"
"1244","DSI 258","18c4659389ca199d300257edf144b34f133f085eb940329ce238b593c73e42c4","Raw",4,4.18180378899031,"DSI 258"
"1245","DSI 258","18c4659389ca199d300257edf144b34f133f085eb940329ce238b593c73e42c4","Raw",5,4.18124314540522,"DSI 258"
"1246","DSI 258","18c4659389ca199d300257edf144b34f133f085eb940329ce238b593c73e42c4","Raw",6,4.18691818460519,"DSI 258"
"1247","DSI 258","18c4659389ca199d300257edf144b34f133f085eb940329ce238b593c73e42c4","Raw",7,4.18250815776435,"DSI 258"
"1248","DSI 258","18c4659389ca199d300257edf144b34f133f085eb940329ce238b593c73e42c4","Raw",8,4.17867929499235,"DSI 258"
"1249","DSI 258","18c4659389ca199d300257edf144b34f133f085eb940329ce238b593c73e42c4","Raw",9,4.17936840852627,"DSI 258"
