"","subject","scheme","OtherPipeline_corrected_ndc","QSIPrep_corrected_ndc","OtherPipeline_fwhm","QSIPrep_fwhm","Raw"
"1","009b8f6a3ba4cd9f76f6031a09fedabd1487e53e90014c930df7d413feddb94e","MultiShell 113",0.768250814376624,0.803788847724347,3.88163106778614,3.69641254598481,3.83073131088889
"2","00b093955fb188cc4fec78da35b5bfb8e980a14ee82bdc9b78d5b5e290898ba6","MultiShell 113",0.806044919299445,0.849882965052847,3.44596045816233,3.71368228083695,3.58330646618667
"3","039ace0b6e20ad515ff2fac4542ddd8d94731dcde7823c0ce019d0ee43a44c8c","ABCD",0.59387179862715,0.58895885620668,4.6680558363812,3.89325770397797,3.72333890979857
"4","03a3b330304959ce8783aaa9e57d6c56ccc34773820d48f21a848a375ed9421b","DTI 64",0.929205974973684,0.935520849168106,5.15560114919976,4.98689954957838,4.79648985143286
"5","04980bcbb025f62fb623af2abc278cec88f3e999c3f9d950781d10812bef70c9","MultiShell 113",0.785585468684699,0.833238904359758,3.59817744743465,3.75238897684932,3.63239086102222
"6","04e61ec73c9bb6f567c3ce6c4e63b6c40799fbcd94fc0b8b6e090b1792a8a7f5","ABCD",0.743412372618083,0.768715085776344,4.95469749058702,4.18468916858832,3.86776432789875
"7","050b07cc96d09c0a212f4c98463e7418e90deecc4b0abf88414a803a849cabae","DTI 64",0.892724666145603,0.938749404424202,4.64674532967636,4.71323699434052,4.40110936282286
"8","054bb9bada1d118e4abb60157d960be66fcb0844706e2d599285c2a88409b3bc","DTI 64",0.923425079983831,0.934014219815295,5.03313474043253,4.69752918633239,4.75046935808143
"9","055fb1c49d3e3c94d3daf252aa51fc003ae3b5bad9c965212fe0c9a1e400834d","MultiShell 113",0.736468511036459,0.813222357905536,3.66739554707051,4.14875506483072,3.69394792679222
"10","075cfee83ce63f6dd7d505d48a7c26ac214cabfa8d1c1f2dab692892f876d78b","MultiShell 113",0.767236986795809,0.812151941243748,3.64596895266156,3.96451747391513,3.69305283358444
"11","0833c665f21cef483d92ae9a96d54d2b55f97897d4357a987e1bb9aac430107f","DTI 64",0.935035540000774,0.933849412753605,5.23566741756497,5.23010418272289,4.90925360065286
"12","08b11a2a10d07719e221137477dfa9379980faa4fa3a90550462d1ed5a23a9e4","ABCD",0.737862615901329,0.841158491930417,5.57062409333674,4.37203821378244,4.68671872558571
"13","0a9d24cb50572b036e02ebe5efbd644eecbf89217e7f2a1143a446efadc5ac12","ABCD",0.727818340624101,0.805641267737033,5.33518904944024,4.5306365604114,4.62891023508429
"14","0bed99c2bc5d9f21ce4ce8822fb930f5dad34f8707ac436417abc8c0225b9cd8","DTI 64",0.934519030300275,0.941782546116405,5.06708094603563,5.12435687737903,4.61668935409
"15","0c488b249ba7808d7616d470f9903e54ce795729c4ae9788e40083a274257cf5","DTI 64",0.91287460998233,0.9394158159428,4.90688936538691,4.84672488244086,4.58257005933
"16","0c5729087f23d3959160da22a58fc3991f35172c59a330adf85ee782774f6588","DTI 64",0.9256713167866,0.933985595810223,5.27952783052028,5.02310886567761,4.92593511335
"17","0d10f60667aa9d2a1457e0b6ee822e419d05ffbe612b363a020fa4a01b43d9b4","ABCD",0.693386140605558,0.813291212252322,5.5856605903135,4.46108030678049,4.66516245575
"18","0d4182c395a9af85bf40e46a7be0e63e2377dcb6183d387b790144b579443b1d","MultiShell 113",0.769510915146531,0.829568200041201,3.60493182415756,3.80886378480547,3.76857816393889
"19","0d995a46703d391f5e2ed25482e9e33d5b99b845d3f368584aeec7615cbcd9c6","HCP-Lifespan",0.879481309374154,0.869304283976559,5.09089083215933,4.35074875843685,4.11419242506964
