"","subject","qc","fwhm","scheme","pipeline"
"180","f048591b6a87eac0627e909fda538e4bbc79a8d82a958078c99cdaa0aa00271c",0.937476,4.78961199067,"DTI 64","QSIPrep"
"181","c2e31b19bdc0514eda4ba50e35899650b3e651b097abefe65f64d8b203daa4b8",0.939206,5.30657065597,"DTI 64","QSIPrep"
"182","9f3d750c90ca6a16395fe6ae5f677fdbd9fe4dbf25dba2d446856f36a7e5736f",0.934978,4.93716621262,"DTI 64","QSIPrep"
"183","2bc2ed657e40c08a1b31f4473f0916ebe9a7af2a61c08210013f961cc7005b2f",0.93707,4.78674545328,"DTI 64","QSIPrep"
"184","45cb545a703861e2dac07a593eb84711f73641a1eab967ef3b312bba1a968b0b",0.935856,5.33969537289,"DTI 64","QSIPrep"
"185","0bed99c2bc5d9f21ce4ce8822fb930f5dad34f8707ac436417abc8c0225b9cd8",0.94253,5.21123530642,"DTI 64","QSIPrep"
"186","cbfe81d2d81fec08842380ef070b2466968444f815651305c05b4f0a267b59a9",0.944034,4.78046528978,"DTI 64","QSIPrep"
"187","118a209f4b77badf10d0479efd5e65e3ef13d1c17b60766ad38bfe5a2336ed03",0.942502,4.8998279096,"DTI 64","QSIPrep"
"188","2003dcb9f02efcefe84be97e8242646989671216611b74b4203623778b0b2797",0.88097,4.47003478955034,"HCP-Lifespan","QSIPrep"
"189","ac86eb42fc3c72526f9b676438cffa421b2d5ff084fbaef86f3b3dc5073d3a26",0.91326,4.71065911588669,"HCP-Lifespan","QSIPrep"
"190","793cc6c078488a3bca11b679209e2d716ce0da3c16f90659b5b3b59cf762ab8c",0.881359,4.66523246294609,"HCP-Lifespan","QSIPrep"
"191","24eaa4cf1929a1f31bda9bf84cb674678990b33c2e1f844318d20984ed0631ec",0.87363,4.01241041508332,"HCP-Lifespan","QSIPrep"
"192","696ef3995d1bf5d684ec0cf7e90f7199e6b09628d105e3b1242a40d188e8ecf0",0.878939,4.4282332932382,"HCP-Lifespan","QSIPrep"
"193","19a4e0e98ae281f1abbd5fa9ee50e45dbc3655eacbecf275c0cedb5b00eab0e4",0.852313,4.04174919190628,"HCP-Lifespan","QSIPrep"
"194","50fcee93406232aafeb65ba8ac6bc9fe1b7be2908c0e3e6db659f15753928d0e",0.877893,3.96914848114077,"HCP-Lifespan","QSIPrep"
"195","c1349b5fcd956c77ed2e1273243634365aaed064dbdd4cd2ba4b1949d9811cfe",0.877873,3.95923298700453,"HCP-Lifespan","QSIPrep"
"196","c3aa205f1b4c99d5933a8e0fe9f1d17e869f9847c556909ea028b9ed234d3829",0.831913,4.28741726350474,"HCP-Lifespan","QSIPrep"
"197","b6d90984397c5872954466052f21e0e4b3a25b9b53274e8286875f4a040f5f0a",0.869318,4.17521480905441,"HCP-Lifespan","QSIPrep"
"198","89db83cb8fc4e8bacb8108f66a6c321a20a670b37a08ac1cba7708b46a77d6c5",0.87187,3.91831344611366,"HCP-Lifespan","QSIPrep"
"199","275a9f45022411f5a0ee2a9e2523b0e5b847cf67ce93a394b22e7ea42e09bd80",0.878442,4.33570914123601,"HCP-Lifespan","QSIPrep"
"200","9ad3c9385fa67814bdb98dd10ae83a261ee22025c5782520d8d526812d9dc05c",0.863646,3.97914862034384,"HCP-Lifespan","QSIPrep"
"201","ae5b9a68efa208c35b459c7d54ad4e84d592d341f9d6f24f9830bcddf71e1cfe",0.863759,4.54975150192755,"HCP-Lifespan","QSIPrep"
"202","4b49899eb7f10c7cc500b68cc61ff47aaed6c7ebf34e8762456a5da13a80db3f",0.855398,4.10587255605936,"HCP-Lifespan","QSIPrep"
"203","0d995a46703d391f5e2ed25482e9e33d5b99b845d3f368584aeec7615cbcd9c6",0.864057,4.50203451202787,"HCP-Lifespan","QSIPrep"
"204","2d82d9825a4b817733d22fd1039d079392891796a40afb43f7ac64c9b87fb13e",0.853411,4.37351077891151,"HCP-Lifespan","QSIPrep"
"205","e339cb499e92b3d0add731320afc6e68b1bc3db384c733f5ad75e8aa86b55fa2",0.846837,4.49167136758577,"HCP-Lifespan","QSIPrep"
"206","4d63b71b454d3ce4153fbfbe98291a86c9cacd89127f6097c16ee0fc06ba3bd4",0.869119,4.43639887196078,"HCP-Lifespan","QSIPrep"
"207","40ebf6bdcede14f4a6afaf3630cfa9838646b6b3e413aa3813c8b29c3911de1c",0.842164,4.6769326992305,"HCP-Lifespan","QSIPrep"
"208","6aa513e7c3f3db81a398b0235c005792757ffb1f427207be5d62ccca103c9544",0.850607,4.05538275133213,"HCP-Lifespan","QSIPrep"
"209","34748e9eee29912edecdd24e3359fcade856cfd0d8958b76c0dcc1e3e1531c6b",0.88136,4.41692385030582,"HCP-Lifespan","QSIPrep"
"210","4bd3bd029555ef40d73e38b15c958867cbba0d35415b800317559c6a18ce74e0",0.887913,4.64405170214693,"HCP-Lifespan","QSIPrep"
"211","91b48c3af43d6f4c28193a64fe5bf7babaa428ff65a08e1e07cf7187d8dc46a2",0.874195,4.10933237150321,"HCP-Lifespan","QSIPrep"
"212","49c5243f645ed727f9a5fa7dc1d0155e58aa9e7e27619a09d508de5d175095ef",0.879123,4.44746494184732,"HCP-Lifespan","QSIPrep"
"213","1681c104849865bec5f4f21a4e49dd58736d9e008a3111bd0855665675592d74",0.880354,4.29958475715535,"HCP-Lifespan","QSIPrep"
"214","c6d5905932bffcbd2a9fa6302e8d953a0d3b1899edcefd4cebed12abc10df8d8",0.874757,3.91213777562593,"HCP-Lifespan","QSIPrep"
"215","7973b9e4d3fc34eba78fb172ed5a6a4d4a2c525c2e71e633e414534454438a64",0.862302,4.31189528404561,"HCP-Lifespan","QSIPrep"
"216","c9636fec3c2e644338639bf61a9e3d834dfbebdbd024350082e059c20430b639",0.880557,4.49140132034094,"HCP-Lifespan","QSIPrep"
"217","cbb85cd0b6d7a20b1096d9c0b557a6e35fa0698043f4e03b80d0304c104e12ad",0.896981,4.52622249252335,"HCP-Lifespan","QSIPrep"
"218","d67f9d016bf468134009aee5108784cf2f3927f1cfacd17d8edd9a7284c01a39",0.86957,4.19800451172247,"HCP-Lifespan","QSIPrep"
"219","82437ff2541938ea6578bc0e2231981b5c3fdd24a36142cc2c43f75a9763a699",0.868099,4.19806425174133,"HCP-Lifespan","QSIPrep"
"220","7b4c6efb76989a4d23d3aad6e41e56601c70fc355219fe9e33ee7eff741727a9",0.86368,4.05931099624812,"HCP-Lifespan","QSIPrep"
"221","740d42af1ef4df775649a8cec655471df68719b479bca47303505bd14230c066",0.840495,4.30360952686512,"HCP-Lifespan","QSIPrep"
"222","e2dcbb5adaa840dcdb7c26cd4156df0cb9644bd19d5803b193770c847588872f",0.925699,5.02156381997,"DTI 64","QSIPrep"
"223","f80fbb89b18a7cdf7ebbf8f82eece95900829c76fceea1a70dbb3f52f68ff0aa",0.937704,4.99508123797,"DTI 64","QSIPrep"
"224","7444d451a3719499cda08c06916d5b42f4388315ce81865ec8dc8ffa6ae3a046",0.940537,5.04985363923,"DTI 64","QSIPrep"
"225","43f7b482c7e3750fbbedf0529cc1c5babf2b9ff5a6833d115f6821a91014306c",0.938465,5.02187835061,"DTI 64","QSIPrep"
"226","d7efe2eaac1f9c2f791ee58d57c1e49a0ea2404b5d0a52f45d05321cf7318255",0.932461,4.99425507966,"DTI 64","QSIPrep"
"227","ddd6360f7aa69dfa04b5c96ce8a26b4ca538e4ae9edd7f22348c3129f55bcc68",0.930599,4.84960521851,"DTI 64","QSIPrep"
"228","c175c8e6fda1bbc1147306f00bbc981eb535a6cbc0f97ef12d25a8e0ff6a8a2e",0.917378,4.8745796978,"DTI 64","QSIPrep"
"229","dbeb10b79dc427d8af8185e5bebf2941450e505b1e2616d09d85515fd7815ba9",0.912063,4.96859919819,"DTI 64","QSIPrep"
"230","2728b694f8da10206f720020d68a82fc52a6742e054e24437c0a0c08961b2bb0",0.939066,4.93639254202,"DTI 64","QSIPrep"
"231","f5d629610010d7c12bbc04a8efe8f4897d10b9b7fce0d6b0b6098bcccd68c78e",0.937864,4.65354852222,"DTI 64","QSIPrep"
"232","78a5f6c948e3021d6b23512e0f1635ed260fc3ce674c39bf6b79101fe67ca0a7",0.932902,5.39819190609,"DTI 64","QSIPrep"
"233","7dd92b129053de319cb033c7758722548bed0abe33381aa211fe321971f5d055",0.944907,5.19017458303,"DTI 64","QSIPrep"
"234","ada090f4b72dfa251391f21e270952b3389f0c5d51c5533016567a16a825d39e",0.928335,4.96997811592,"DTI 64","QSIPrep"
"235","d59ff99262941542b3846d6cdf35bac0902c5b7e97727adfc6e457547554e5e6",0.934037,5.05834187967,"DTI 64","QSIPrep"
"236","ec0bb1cd3ef841e6ad869bc125d04b470fddf04e8e1b280861867521f061a17d",0.952104,4.90210306003,"DTI 64","QSIPrep"
"237","050b07cc96d09c0a212f4c98463e7418e90deecc4b0abf88414a803a849cabae",0.934555,4.75731605678,"DTI 64","QSIPrep"
"238","307b43fee7de586f581e69cf494feed7eb5e3299b3a9694a8eae45368386ed33",0.908608,5.05540025431,"DTI 64","QSIPrep"
"239","c7aa87f40a71f6ba384990c84f1444e7e96c03f90ce96e72dc47039d63d249d8",0.922653,5.219243743,"DTI 64","QSIPrep"
"240","cb06a38744bf164fe0005a6f370695c3fb9eedc2e1011fedc379f8a928591720",0.938967,4.76771923566,"DTI 64","QSIPrep"
"241","514377b0f655f4ce58c925eb1fc738eeef3861e0e23a2499e057ecb1f7125c04",0.932462,4.99327833863,"DTI 64","QSIPrep"
"242","d585c9d33b751be37e476d0ea79d38c4d520c9c3d57eb69f9067a46566a6c233",0.942471,4.97046013969,"DTI 64","QSIPrep"
"243","e09c5df5eeae10f68daab0263a675b590bfab6238909953a0422f2f2d837a4f1",0.921811,5.01007460073,"DTI 64","QSIPrep"
"244","cbc9adbed0854747eb494a58dc6553d0e0ef14e2296460f290d74c20416e36e0",0.941112,5.11355627934,"DTI 64","QSIPrep"
"245","43fc6b77c9704191ecfae7f201a0f04fa98de2635b30087f43bcabdca2f06c91",0.919181,5.12549625188,"DTI 64","QSIPrep"
"246","40faebadf840f31a0dadbeff0a70aecd7777d14e336bf30d532326bc9db397d9",0.937201,4.94806752641,"DTI 64","QSIPrep"
"247","6307259612ef1977b4bd6241aa3eb14afe6688eb4bd68d1508786f4c19e3ee18",0.939432,4.69890570177,"DTI 64","QSIPrep"
"248","2653ab415bc220486c897e5d221c54dcee9306facc668b727b13dd5dc91c051d",0.930003,5.25200958659,"DTI 64","QSIPrep"
"249","4d7c1de7d4b25bcae0412cb9de4299df7767252ee7157bdb39cd6636f1dcb3c5",0.908914,5.06119088333,"DTI 64","QSIPrep"
"250","d6d613d1aa3762821a27ecfb3c011bc46bb710bd5c8dedd4c265b53ff084dccd",0.938934,4.94955769994,"DTI 64","QSIPrep"
"251","ac0a83831eb566ca0a76d521ceac6ca824f7c58ad2da52c0a9dafd8080912989",0.932338,5.29952064558,"DTI 64","QSIPrep"
"252","298eb2d9ac410bb479262dbe8835923607623df9f2e4ae858aa5ccbdae580e17",0.944493,4.96739824925,"DTI 64","QSIPrep"
"253","65a8d301f6fe400e55028e42c72189649951144ab093b4ec287011e03ce7cc74",0.898769,4.96210521561,"DTI 64","QSIPrep"
"254","51e6741d9f82b5198cdabaffaabd452e99e366eb42934a11f0ffba524dc3723c",0.94401,5.22757849809,"DTI 64","QSIPrep"
"255","887e6a08469e939c768351c26e2ac8141346bee27617b6a8807b6faba0dfbfe2",0.940252,4.88608162573,"DTI 64","QSIPrep"
"256","2ae74b422f94f5bb4593daa1ec970da305f91b150d1df0474a9240b8d30b2a47",0.937988,4.98914389978,"DTI 64","QSIPrep"
"257","bb9ff3366f00df1c2e72cc7918eb3cdfe5ec6d53be79eebebaf30390a5aad849",0.925425,4.87216748583,"DTI 64","QSIPrep"
"258","aae96b76a16a80e3f71efbdfd82979be1cd78b5415bf9ae47a42a6ca4912b622",0.944253,4.93843022086,"DTI 64","QSIPrep"
"259","bebc309f720f792ae845c4e126aec5ead9af488e14ce3a72c344bf1c955a2a37",0.93411,4.80834427024,"DTI 64","QSIPrep"
"260","194584e209f3fc458052cfd96cf3005a87dc386e1d36409288f217853a7562f0",0.898919,5.12717528457,"DTI 64","QSIPrep"
"261","32ea05228423f71921610b9cef23e0b19f44d0c51dd1ffb467d08fa6881dd060",0.923127,5.04215395204,"DTI 64","QSIPrep"
"262","0c5729087f23d3959160da22a58fc3991f35172c59a330adf85ee782774f6588",0.933516,5.07760352344,"DTI 64","QSIPrep"
"263","d1e1b158d29e770c40ef7c7e8ef955a6e5db86fa8a1dd164b36dca313f4a920c",0.924939,5.115429059,"DTI 64","QSIPrep"
"264","840bba0a7ca612b81a149b26dae2863df89c21f53ebc0d07f86472934302ddf6",0.923696,4.69324578321,"DTI 64","QSIPrep"
"265","8e61f6c8c508462d92d27c3a38488c5050eb3e0351fbe7a011517d5c413abbe4",0.934299,5.36449915441,"DTI 64","QSIPrep"
"266","24cde1912230617509c80257a35526fbf43d09be5d51c9c3fdb19b6d414aed1c",0.786359,5.16917310352,"DTI 64","QSIPrep"
"267","c56617f18bde4798a5c311d39871486b385ec10f54da5883d3e9613c693e1336",0.945337,5.24368568247,"DTI 64","QSIPrep"
"268","94392ddf72ab6fcb2bd03139699ab1db5c6604ae25d532ce9be2bc6ff8766c8c",0.919032,4.75185552054,"DTI 64","QSIPrep"
"269","5cb065fdf5eb4142b46ec4bdc6c72d5b0d43a63a1ce6ce6cc1ba35b84b7c8d19",0.925413,5.2346061614,"DTI 64","QSIPrep"
"270","dc42de04295b3724cf2830da125e7fcfb1ef546a7d289b2be91bb3e95f037f61",0.926401,4.98783018169,"DTI 64","QSIPrep"
"271","276d3d4db52676ff7bd0712dbbe9033ea5f9d43926d09103d35b6266c429729c",0.928416,5.07457558569,"DTI 64","QSIPrep"
"272","0833c665f21cef483d92ae9a96d54d2b55f97897d4357a987e1bb9aac430107f",0.935868,5.30985879366,"DTI 64","QSIPrep"
"273","782f6cfc55c5263dde7a81d4b42b93584531762c65eada769962e27138100648",0.911167,5.43646453264,"DTI 64","QSIPrep"
"274","8fbdc241c08791aa4e30e90e8b3384e9b6741f819abde7f857c3d0f9132a1760",0.937904,4.9814589135,"DTI 64","QSIPrep"
"275","fed64634a289bd6f80476f1c297c8092be02996d96bd9a50488a982f1aa681bb",0.899249,5.13452637197,"DTI 64","QSIPrep"
"276","5dd40dda4a1266e6aed758ff4de93bf9fc4ef78748ab1cce80fc4a4d6b960d7c",0.934651,5.19647818808,"DTI 64","QSIPrep"
"277","9266ae96dca4735ba0ac3e1b57041a51fd3338ca006606c193dac81dcfb2e887",0.936233,5.25374664556,"DTI 64","QSIPrep"
"278","03a3b330304959ce8783aaa9e57d6c56ccc34773820d48f21a848a375ed9421b",0.934616,5.04380067153,"DTI 64","QSIPrep"
"279","189ac393093eb5ac96d5f66a3af6549f7e8f6b49d5771993a805cb14bd492498",0.925861,5.07154553793,"DTI 64","QSIPrep"
"280","cd60331cd3fb15e74496f792bd30f28b401c9e09b4c4a052223d5a5c7e48a973",0.939876,4.9706318843,"DTI 64","QSIPrep"
"281","fa2a1af8330bda4e342fc75fd0d6f0e9d118c8a33a6b72055590ca0e635b14f7",0.930615,5.08097022499,"DTI 64","QSIPrep"
"282","22c7b4cae32dd9e197ede63c15c3143fe4e11d0b1d9dd3850d868bee0dd32b3f",0.884817,4.45108372616,"HBN","QSIPrep"
"283","fd3e018398f1932ea11c6e0dd81ea57c7927d7cfaa33752ca0cecfef227db6b5",0.850201,4.0307320497,"HBN","QSIPrep"
"284","2a08126f49868b32e5f5050a5b1d9828285c415ab0793c6dd8f5ed83f137a596",0.798104,4.05937494168,"HBN","QSIPrep"
"285","29dae7ecabcf00bcaae3ec1e2ccae41a86edaab856c480fb2010896102150ebb",0.937721,4.77002113609,"HBN","QSIPrep"
"286","7229aab8d3a64dd77dfe6625c6d4383d6fe684a36761798d78908a654d30981d",0.841191,4.05289154,"HBN","QSIPrep"
"287","f7d4706ac4f4822796a147d8ab3f29e1e566f5822b5ae68c45657a14ea5bfd99",0.862329,4.37740241178,"HBN","QSIPrep"
"288","b65ae36f6c21b1e72aa8d40e67aa34c09984a9b4c8960f94fbc52367bbe01adb",0.666731,4.0769270188,"HBN","QSIPrep"
"289","23015372eae86e469c04d6adc6637b782c364047906e867861af17baa051b519",0.939388,4.56272694922,"HBN","QSIPrep"
"290","e3087a052b42bd2607d249691edc1a4eb848db97c3a6467ae924f107c1902ee4",0.683068,4.86698999228,"ABCD","QSIPrep"
"291","438d45187e9ec4754b7e37ef9d4faf3fb4c175cd67e47dbceba44914a77ea42d",0.629462,4.29410415939,"ABCD","QSIPrep"
"292","86af4d2fffa10f0c7c094711dff15b55364dae915aff1716c51dc367e33bb6a9",0.684882,4.45537623618,"ABCD","QSIPrep"
"293","129fc36aa39912565e9e2bb3b8d510603ca41897b4e3e0587932384ec08a150e",0.794835,4.28745198128,"ABCD","QSIPrep"
"294","0d10f60667aa9d2a1457e0b6ee822e419d05ffbe612b363a020fa4a01b43d9b4",0.805233,4.59891703971,"ABCD","QSIPrep"
"295","2c3e90ec18a005257f2e7d5feb6bd0dd3c386e1a8933018cbe2e2486ba255c62",0.832703,4.76505802413,"ABCD","QSIPrep"
"296","fc41c7e0b2003df849b78f76eed613e47925a6349b4f808d511375526ce0d59e",0.810231,4.71491925599,"ABCD","QSIPrep"
"297","a7cd090446310d09c9943084e3ebea0500fc05b1c9d4d8608c19cc4aa311ef2c",0.813145,4.50822802718,"ABCD","QSIPrep"
"298","ad0aca0454b68592bfb47ac25483348c8eaf2196bdfd43f29f16f157a93d2a67",0.631706,4.1094435076,"ABCD","QSIPrep"
"299","e2af962c3bdd2c5e982efafd284d2d2a729c0d742961a2d56a353df2b6824e5e",0.719811,4.45378569904,"ABCD","QSIPrep"
"300","6fa7015519ca9fc28063e297d38c39ad58546aa7f0d888508edf15be70ae3e80",0.853057,4.63791068302,"ABCD","QSIPrep"
"301","54ab4423eccf8cc6fd88ee5b0f8eb153ef8ccda373b0b0b40147cb2c09bec8cd",0.835936,4.71354379415,"ABCD","QSIPrep"
"302","1690ceff00b99150c9a70a753f8b831c6862c18dba18a1f7513b2ecfa5a7ba16",0.620417,4.2373278825,"ABCD","QSIPrep"
"303","5701afc5f3041b1ebcbd66fb98cf39926c4cecfa37d43be121f8d553bf25fd56",0.556477,4.10423489322,"ABCD","QSIPrep"
"304","bba1db906f60673ac87c2e9be139f5504552793f57b32d6d1612b168862d5bb3",0.598592,4.08660918779,"ABCD","QSIPrep"
"305","2af3e0298514b842431fea6f74b69ac89dfaadd3881b96b61d16a70078141821",0.605579,4.14554657353,"ABCD","QSIPrep"
"306","e6432f175a2560459c4123afa1757c28df172eddae0aa9aa015c605ab546ad95",0.674466,4.51134464009,"ABCD","QSIPrep"
"307","67b9a9a15f454f38521545f4e107126021c7954029f450ee645d24582665a28c",0.59322,3.92639296724,"ABCD","QSIPrep"
"308","04e61ec73c9bb6f567c3ce6c4e63b6c40799fbcd94fc0b8b6e090b1792a8a7f5",0.730227,4.40400013274,"ABCD","QSIPrep"
"309","a406f780474bc3f60c59c089a1877470a56f26fb84dac73c060e8b5c0017ff68",0.626689,4.81435527261,"ABCD","QSIPrep"
"310","44c6cd3c6ef8263e588d9b06f44ee58227e088cf59eebaf36bb6fff42d9b96bd",0.689792,4.25223094093,"ABCD","QSIPrep"
"311","e43e0da00337241fb6cd9b4918b330cae22a62f9c8f3ca8b9f11ddca3787467e",0.649097,4.52587913776,"ABCD","QSIPrep"
"312","b68a89044ce7e18fb38abfb7371382f47f70d06dd805f2cf3bdcefc8d010f53f",0.58373,4.04910747797,"ABCD","QSIPrep"
"313","4911e0b6298700b5a0779499a3eee84778df02483020d121cf8fba3c2fc28a81",0.542,4.82576398919,"ABCD","QSIPrep"
"314","dbb77cee998d9f8d51688fd64185662d84378b7211e23132238adf346eba3f91",0.586933,4.12049048155,"ABCD","QSIPrep"
"315","0a9d24cb50572b036e02ebe5efbd644eecbf89217e7f2a1143a446efadc5ac12",0.805241,4.6592509679,"ABCD","QSIPrep"
"316","4b586a4fc91171790c08aa0539b38aac89847d992843fd60e944ab96d95da9d3",0.793596,4.3457988212,"ABCD","QSIPrep"
"317","6c41b48457e90fba5fd365b4cd5140e6f5934155d717f8524ce07bcd271c041e",0.618956,4.225425607,"ABCD","QSIPrep"
"318","a5dcccd3bc178470cb73d835ea06df3cb18c50855bcdf748d15d2e5cc818e2c1",0.590014,4.49865495044,"ABCD","QSIPrep"
"319","2a21b5afd0f29bac3a3607fdc2671c638b0bb80b71574bc208a4cc18670b85de",0.602401,3.98090384891,"ABCD","QSIPrep"
"320","8088de619be9a3a5e53cbe3382f0974d2249dd8f2ba2aa2ec2fcf49bb5f0a9f4",0.604665,4.14984314982,"ABCD","QSIPrep"
"321","6110f1dbadd1743e5c21093efb81073d7915cf611025778917b5d96f91c8fa4c",0.783848,4.45787123792,"ABCD","QSIPrep"
"322","ad9bcdc87fb703548f06295bb25498059e0bc59c00009672c3e7077c31f7bb52",0.808661,4.58596465075,"ABCD","QSIPrep"
"323","51b561e7e910fa86a33ecaca4cc3ccd377deced5e36bb346e07f04dde28d91b0",0.808894,4.31675530657,"ABCD","QSIPrep"
"324","57fc525ea495b4efe25a2c08f4e51d3dc1bd481745e0dc77e6d81a345b85812d",0.795395,4.67826747503,"ABCD","QSIPrep"
"325","08b11a2a10d07719e221137477dfa9379980faa4fa3a90550462d1ed5a23a9e4",0.823297,4.60462400914,"ABCD","QSIPrep"
"326","1c4688869901dac5a538de6d47911363dcc26ac2da9c54b89cadb718bc608180",0.479762,4.77480520538,"ABCD","QSIPrep"
"327","26f8098201d72e7a0c13b4c6521836446f2ce8d6cd570a3da49d14679f47efc3",0.600541,4.70141805923,"ABCD","QSIPrep"
"328","8f58492cb63461ea1dee25695f4fbb9c8325705b56b44db09eabab4927959160",0.597716,4.57055084243,"ABCD","QSIPrep"
"329","67e00995a978ec567a8ac06c24a86b725891e005b67ce9793765f0972cd1f54e",0.820967,4.27004273728,"ABCD","QSIPrep"
"330","746ebab2b2742304ebab92bd21e87d0e8b2d27126b6bd47706378f1022b01994",0.657829,4.81129056461,"ABCD","QSIPrep"
"331","804ce7170a644cca3598306169ace844d8b715d9a126461ce0c7e00f9e487e31",0.704996,4.39853350113,"ABCD","QSIPrep"
"332","5b68c3f8334f94f68f6d7d43962ca638a69bc274e15b5ec2a8df17471fe8a423",0.829594,4.59473723073,"ABCD","QSIPrep"
"333","a08ecc972da2c8e6786bc3acc8cf76ed2b007a27a9cf20317540f5c78bc24818",0.579557,4.24720603959,"ABCD","QSIPrep"
"334","1b11d6a258ed189cc6b502ceccdced11d5641ccdd132e7fac34673a9c29af7d5",0.588349,4.30855644537,"ABCD","QSIPrep"
"335","d1f16699ce69f1b75095d2d25a806da7723a8ac0acf6eafee7d3b8836ec64b46",0.582807,4.35571422641,"ABCD","QSIPrep"
"336","039ace0b6e20ad515ff2fac4542ddd8d94731dcde7823c0ce019d0ee43a44c8c",0.518385,4.53239577427,"ABCD","QSIPrep"
"337","1edfd7a938b147cb96f93d7321b781f620358d109f3bf1b11447ec2d8841976a",0.64901,4.0115696004,"ABCD","QSIPrep"
"338","a7dff4044b80101be1588ad01dbf4610e771bc79bb9fefc51a63313ac0343f42",0.602545,4.1971442815,"ABCD","QSIPrep"
"339","dcbe60b3a75ce0de7578f76ad85d86d23f67b15a7ecbf8f1030449493d8b4368",0.56746,4.36627488408,"ABCD","QSIPrep"
"340","659c84dce874100a92cdd59129c11b59d52f974c9654761ce2fd40a604be323a",0.797141,4.33549192453,"ABCD","QSIPrep"
"341","2beb5d5327dbb3dae138dd03282f4330421570cca3cf4d7395b347a73add1903",0.618678,4.21055941514,"ABCD","QSIPrep"
"342","50fdaf89022bb3440c113fdf37fec9179e2b7f8c5e2e743db755e8406815904e",0.787367,4.35710298443,"ABCD","QSIPrep"
"343","5a356fc5a3cbee08a5e767bf0e15b73927004ac828d2feab40ec00f1163be4b6",0.614711,4.41021566384,"ABCD","QSIPrep"
"344","511b26278a9735af4c475100714a6bb2b40b7eebe22b1c5248ec926334a66ad4",0.593583,4.07546516818,"ABCD","QSIPrep"
"345","b9beab783fa03083b1a6945e7b854376c3617ff6d86656539821149190ed71eb",0.646478,4.08872137297,"ABCD","QSIPrep"
"346","a49b1837fb4cc275c90ca4fcbb5c095d8a87301e4cda876c949f4159bee8aebc",0.634929,4.6436157966,"ABCD","QSIPrep"
"347","5ef5c3b10828dbec2bb821075547b788d7ef9f7b1c2620646314f3061f0252d2",0.597056,3.94312902574,"ABCD","QSIPrep"
"348","6cb8babe6c57534389d7a8f4919bff99f7ac8ab82179f9573a1f99d3c92ff23c",0.604366,3.84141373581,"ABCD","QSIPrep"
"349","cf940e3c8b48ac02c4629503e1c4d667c04e87cc848d31a095d09e6d491013b8",0.585695,4.43809167067,"ABCD","QSIPrep"
"350","b1e86d0a942ff571ecfef1c620d07a4d0d8ce0e4456d14e71df450730c06267c",0.719817,5.05437418487,"ABCD","QSIPrep"
"351","f1e3c77f8afa834c23b4b6a6fdccac0650a4ffe8c04896fda3f95ebf9735015d",0.830132,4.56570534196,"ABCD","QSIPrep"
"352","2b8a384c5f75d714eb8443b7ea090ec297f0e830f9a586b76f3e9994401923a3",0.376561,5.68525624598,"ABCD","QSIPrep"
"353","84f387187468ea0ba997bf5b47b1f5c0a445727db65aa74985095e8c18c682ff",0.662353,4.7364784029,"ABCD","QSIPrep"
"354","1abc58bb70581ccf279f485737ef2f73f23c29ef13c61cf4e3551d99d8ade740",0.687532,4.60790412352,"ABCD","QSIPrep"
"355","86a8e5bd39f759e6b025fb78954bad74dd3e26da9889a0beb22e2772c48b9827",0.708177,3.99152409748,"ABCD","QSIPrep"
"356","465a7bbae8219d3c63780ab5379512ee14aae7ed19d4d0a5d5b0dfe8d47d3a65",0.724436,4.33445095733,"ABCD","QSIPrep"
"357","37a7f1e38e1ba67d14b7917097d937942771b3029a04c2fdc6821bcfe73f6ee1",0.836124,4.84544850714,"ABCD","QSIPrep"
"358","b4252acba8350f0de50e1016114c499904a87777fcadb3673891c21b9366732b",0.676156,3.84384061064,"ABCD","QSIPrep"
"359","7b3c03db7c3b3e1be1b5423740af1428ad4835f2e2440e54fd94bf72b35c3496",0.803325,4.6968243772,"ABCD","QSIPrep"
"360","7cfb92fcd2bd67f495e84e87590d82db7a14a45e7341a3a26bba33a028ff9fe1",0.581288,3.98804270653,"ABCD","QSIPrep"
"361","b4a5bec27cef2a28b947f77bbe81f0ac24ba0800b1487d21f0a1c23672495719",0.588953,4.56343483856,"ABCD","QSIPrep"
"362","58c95953f66db37fa68e2230967a1619ee66cbf218b5ed984fe5e658ec23e8ca",0.782641,4.49289254815,"ABCD","QSIPrep"
"363","69052aebe92664994e9dfa6bef1288f42900780a25e0ee9638bcf2c3ac35cebb",0.662336,3.95811944931,"ABCD","QSIPrep"
"364","7606a8d5732da3790ec2a1dda32356a8a55da388f06a2ee92e61ede58730770a",0.58709,4.40957837328,"ABCD","QSIPrep"
"365","c545d7aa09753df11f56c42f28b4b83675fb299a7920e4f101f417c607543c32",0.59872,4.55443419433,"ABCD","QSIPrep"
"366","39f7ede5b352f33e0d1773b589ffcd7be75da6270973be5b00da078051ccb32d",0.686562,4.1594326762,"ABCD","QSIPrep"
"367","f8cd2bfa0c6ec0df6254e7e3b111e5074caea85df99705a99d8be4ee56e18a2e",0.611061,4.65237205483,"ABCD","QSIPrep"
"368","b17a43a1792c557eb3e644ab263e81340af35ad277e0b29ee0e9e5084ce70f88",0.84177,4.50243764039,"ABCD","QSIPrep"
"369","48bc66b76df2ddacbc62e51d10bd27293133f4ccfc2401149d6c7de167bba0d9",0.836152,4.56370166193,"ABCD","QSIPrep"
